state,county,Donald Trump,Right_Joe Biden,Sum_total_votes,Trump ratio,Biden ratio
Michigan,Allegan County,41392,24449,67094,0.616925507,0.364399201
Michigan,Alpena County,10686,6000,16969,0.629736578,0.353585951
Michigan,Antrim County,9748,5960,15949,0.611198194,0.373691141
Michigan,Arenac County,5928,2774,8831,0.671271657,0.314120711
Michigan,Baraga County,2512,1478,4038,0.622090144,0.366022784
Michigan,Barry County,23471,11797,35905,0.653697257,0.328561482
Michigan,Bay County,33125,26151,60255,0.549746909,0.434005477
Michigan,Benzie County,6601,5480,12262,0.538329799,0.44690915
Michigan,Berrien County,43519,37438,82391,0.528200896,0.454394291
Michigan,Branch County,14064,6159,20536,0.684846124,0.299912349
Michigan,Calhoun County,36221,28877,66281,0.546476366,0.435675382
Michigan,Cass County,16699,9130,26216,0.636977418,0.348260604
Michigan,Charlevoix County,9841,6939,17000,0.578882353,0.408176471
Michigan,Cheboygan County,10186,5437,15868,0.641920847,0.342639274
Michigan,Chippewa County,10681,6648,17642,0.605430223,0.376828024
Michigan,Clare County,10861,5199,16281,0.667096616,0.31932928
Michigan,Clinton County,25098,21968,47927,0.523671417,0.458363762
Michigan,Crawford County,5087,2672,7861,0.647118687,0.339905864
Michigan,Delta County,13207,7606,21151,0.624414921,0.359604747
Michigan,Dickinson County,9617,4744,14589,0.659195284,0.325176503
Michigan,Eaton County,31798,31299,64327,0.494318093,0.486560853
Michigan,Emmet County,12135,9662,22177,0.547188529,0.435676602
Michigan,Genesee County,98714,119390,221360,0.44594326,0.539347669
Michigan,Gladwin County,9893,4524,14603,0.677463535,0.309799356
Michigan,Gogebic County,4600,3570,8266,0.556496492,0.431889669
Michigan,Grand Traverse County,30502,28683,60236,0.506374925,0.476177037
Michigan,Gratiot County,12102,6693,19127,0.632718147,0.349924191
Michigan,Hillsdale County,17037,5883,23302,0.731138958,0.252467599
Michigan,Houghton County,10378,7750,18501,0.560942652,0.418896276
Michigan,Huron County,12731,5490,18437,0.690513641,0.297770787
Michigan,Ingham County,47639,94212,144550,0.329567624,0.651760636
Michigan,Ionia County,20657,10901,32209,0.641342482,0.338445776
Michigan,Iosco County,9759,5373,15363,0.635227495,0.34973638
Michigan,Iron County,4216,2493,6789,0.621004566,0.367211666
Michigan,Isabella County,14815,14072,29421,0.503551885,0.478297814
Michigan,Jackson County,47372,31995,80861,0.585844845,0.395679005
Michigan,Kalamazoo County,56823,83686,143414,0.396216548,0.58352741
Michigan,Kalkaska County,7436,3002,10631,0.699463832,0.282381714
Michigan,Kent County,165741,187915,361048,0.459055306,0.520470962
Michigan,Keweenaw County,862,672,1557,0.553628773,0.431599229
Michigan,Lake County,3946,2288,6323,0.624070852,0.361853551
Michigan,Lapeer County,35482,16367,52650,0.673922127,0.310864198
Michigan,Leelanau County,7916,8795,16900,0.468402367,0.520414201
Michigan,Lenawee County,31541,20918,53375,0.590932084,0.391906323
Michigan,Livingston County,76982,48220,127197,0.605218677,0.379096991
Michigan,Luce County,2109,842,3001,0.702765745,0.280573142
Michigan,Mackinac County,4304,2632,7015,0.613542409,0.375196009
Michigan,Macomb County,263863,223952,494256,0.533858972,0.45310932
Michigan,Manistee County,8321,6107,14655,0.567792562,0.416717844
Michigan,Marquette County,16286,20465,37462,0.434733864,0.546286904
Michigan,Mason County,10207,6802,17254,0.591572969,0.394227426
Michigan,Mecosta County,13267,7375,21049,0.630291225,0.350372939
Michigan,Menominee County,8117,4316,12607,0.643848656,0.342349488
Michigan,Midland County,27675,20493,49088,0.563783409,0.417474739
Michigan,Missaukee County,6648,1967,8755,0.759337521,0.224671616
Michigan,Monroe County,52710,32975,87148,0.604833157,0.378379309
Michigan,Montcalm County,21815,9703,32100,0.679595016,0.302274143
Michigan,Montmorency County,4171,1628,5859,0.711896228,0.277863117
Michigan,Muskegon County,45133,45643,92444,0.488219895,0.493736749
Michigan,Newaygo County,18857,7873,27161,0.694267516,0.289864143
Michigan,Oakland County,325971,434148,770351,0.423146072,0.563571671
Michigan,Oceana County,8892,4944,14062,0.632342483,0.351585834
Michigan,Ogemaw County,8253,3475,11907,0.693121693,0.291845133
Michigan,Ontonagon County,2358,1391,3804,0.619873817,0.365667718
Michigan,Osceola County,8928,3214,12329,0.724146322,0.260686187
Michigan,Oscoda County,3466,1342,4874,0.71112023,0.275338531
Michigan,Otsego County,9779,4743,14757,0.662668564,0.32140679
Michigan,Ottawa County,100913,64705,168713,0.598134109,0.383521128
Michigan,Presque Isle County,5342,2911,8344,0.640220518,0.348873442
Michigan,Roscommon County,9670,5166,15018,0.643893994,0.343987215
Michigan,Saginaw County,50785,51088,103349,0.49139324,0.494325054
Michigan,Sanilac County,16194,5966,22446,0.721464849,0.26579346
Michigan,Schoolcraft County,3090,1589,4745,0.651211802,0.33487882
Michigan,Shiawassee County,23149,15347,39224,0.590174383,0.391265552
Michigan,St. Clair County,59185,31363,92064,0.642868005,0.340665189
Michigan,St. Joseph County,18127,9262,27936,0.648876002,0.331543528
Michigan,Tuscola County,20297,8712,29445,0.689319069,0.295873663
Michigan,Van Buren County,21591,16803,39066,0.55268008,0.430118261
Michigan,Washtenaw County,56241,157136,216418,0.259872099,0.726076389
Michigan,Wayne County,264553,597170,872469,0.303223381,0.684459849
Michigan,Wexford County,12102,5838,18265,0.662578702,0.319627703
Minnesota,Aitkin County,6258,3607,10025,0.624239401,0.359800499
Minnesota,Anoka County,104902,100893,211132,0.496855048,0.477866927
Minnesota,Becker County,12438,6589,19401,0.641100974,0.339621669
Minnesota,Beltrami County,12188,11426,24189,0.503865393,0.472363471
Minnesota,Benton County,14382,7280,22260,0.646091644,0.327044025
Minnesota,Big Stone County,1863,1053,2974,0.626429052,0.354068594
Minnesota,Blue Earth County,16731,18330,36051,0.464092536,0.508446368
Minnesota,Brown County,9552,4753,14635,0.652681927,0.324769388
Minnesota,Carlton County,9791,10098,20369,0.480681428,0.495753351
Minnesota,Carver County,34009,30774,66361,0.512484743,0.463736231
Minnesota,Cass County,11620,6342,18289,0.635354585,0.346765816
Minnesota,Chippewa County,4250,2226,6611,0.642867947,0.336711541
Minnesota,Chisago County,21916,11806,34570,0.633960081,0.34150998
Minnesota,Clay County,15043,16357,32239,0.466608766,0.507366854
Minnesota,Clearwater County,3372,1260,4708,0.716227698,0.267629567
Minnesota,Cook County,1203,2496,3806,0.316079874,0.655806621
Minnesota,Cottonwood County,4165,1834,6107,0.682004257,0.300311118
Minnesota,Crow Wing County,25676,13726,40173,0.639135738,0.341672267
Minnesota,Dakota County,109638,146155,262259,0.418052383,0.5572926
Minnesota,Dodge County,7783,4079,12187,0.638631328,0.334700911
Minnesota,Douglas County,15799,7868,24165,0.653796814,0.325594869
Minnesota,Faribault County,5191,2531,7914,0.655926207,0.31981299
Minnesota,Fillmore County,7301,4551,12141,0.601350795,0.374845565
Minnesota,Freeborn County,9578,6889,16818,0.56950886,0.409620645
Minnesota,Goodhue County,16052,11806,28636,0.56055315,0.412278251
Minnesota,Grant County,2269,1300,3654,0.620963328,0.355774494
Minnesota,Hennepin County,205973,532623,755969,0.272462231,0.704556668
Minnesota,Houston County,6334,4853,11440,0.553671329,0.424213287
Minnesota,Hubbard County,8202,4462,12965,0.632626302,0.344157347
Minnesota,Isanti County,16491,7138,24235,0.680462142,0.294532701
Minnesota,Itasca County,15239,10786,26561,0.573735929,0.406084108
Minnesota,Jackson County,3948,1745,5819,0.678467091,0.299879704
Minnesota,Kanabec County,6278,2774,9242,0.679290197,0.300151482
Minnesota,Kandiyohi County,14437,8440,23367,0.617837121,0.361193136
Minnesota,Kittson County,1546,1006,2639,0.585827965,0.381205002
Minnesota,Koochiching County,4131,2659,6922,0.596792834,0.384137533
Minnesota,Lac qui Parle County,2528,1446,4040,0.625742574,0.357920792
Minnesota,Lake County,3393,3647,7202,0.471119134,0.506387115
Minnesota,Lake of the Woods County,1704,671,2408,0.707641196,0.278654485
Minnesota,Le Sueur County,10775,5672,16818,0.640682602,0.3372577
Minnesota,Lincoln County,2121,937,3115,0.680898876,0.300802568
Minnesota,Lyon County,7979,4634,12893,0.618862949,0.35941984
Minnesota,Mahnomen County,1142,1112,2304,0.495659722,0.482638889
Minnesota,Marshall County,3721,1295,5113,0.727752787,0.253275963
Minnesota,Martin County,7480,3305,11009,0.679444091,0.30020892
Minnesota,McLeod County,13986,6413,20933,0.668131658,0.306358382
Minnesota,Meeker County,9359,3867,13529,0.691773228,0.285830438
Minnesota,Mille Lacs County,9952,4404,14689,0.677513786,0.299816189
Minnesota,Morrison County,14821,4367,19558,0.757797321,0.223284589
Minnesota,Mower County,10025,8899,19345,0.518221763,0.460015508
Minnesota,Murray County,3363,1449,4896,0.686887255,0.295955882
Minnesota,Nicollet County,9018,9622,19125,0.471529412,0.503111111
Minnesota,Nobles County,5600,2933,8715,0.642570281,0.336546185
Minnesota,Norman County,1953,1404,3441,0.567567568,0.408020924
Minnesota,Olmsted County,39692,49491,91385,0.434338239,0.541565903
Minnesota,Otter Tail County,23800,11958,36399,0.653864117,0.328525509
Minnesota,Pennington County,4532,2568,7277,0.622784114,0.352892676
Minnesota,Pine County,10256,5419,16001,0.64095994,0.338666333
Minnesota,Pipestone County,3553,1306,4940,0.719230769,0.26437247
Minnesota,Polk County,9865,5439,15594,0.632615108,0.348787995
Minnesota,Pope County,4417,2477,7022,0.62902307,0.352748505
Minnesota,Ramsey County,77376,211620,295977,0.261425719,0.714987989
Minnesota,Red Lake County,1454,691,2196,0.662112933,0.314663024
Minnesota,Redwood County,5771,2355,8284,0.696644133,0.284282955
Minnesota,Renville County,5467,2496,8128,0.672613189,0.307086614
Minnesota,Rice County,17464,17402,35686,0.489379589,0.487642213
Minnesota,Rock County,3583,1556,5240,0.683778626,0.296946565
Minnesota,Roseau County,6065,2188,8421,0.720223251,0.259826624
Minnesota,Scott County,45872,40040,87965,0.521480134,0.455181038
Minnesota,Sherburne County,36222,18065,55612,0.651334244,0.324839963
Minnesota,Sibley County,5864,2417,8452,0.693800284,0.285967818
Minnesota,St. Louis County,49017,67704,119531,0.41007772,0.566413734
Minnesota,Stearns County,50959,31879,84835,0.60068368,0.375776507
Minnesota,Steele County,12656,7917,21128,0.599015524,0.374716017
Minnesota,Stevens County,3044,1922,5085,0.598623402,0.377974435
Minnesota,Swift County,3316,1784,5193,0.638551897,0.34353938
Minnesota,Todd County,9753,3286,13257,0.735686807,0.24786905
Minnesota,Traverse County,1172,661,1864,0.628755365,0.354613734
Minnesota,Wabasha County,8153,4696,13123,0.621275623,0.357845005
Minnesota,Wadena County,5520,2023,7677,0.719030871,0.263514394
Minnesota,Waseca County,6624,3496,10389,0.637597459,0.33650977
Minnesota,Washington County,73764,89165,166786,0.442267337,0.534607221
Minnesota,Watonwan County,3103,1987,5201,0.596616035,0.382041915
Minnesota,Wilkin County,2328,1026,3430,0.678717201,0.299125364
Minnesota,Winona County,13227,13333,27173,0.486769955,0.490670887
Minnesota,Wright County,51973,28430,82426,0.630541334,0.344915439
Minnesota,Yellow Medicine County,3734,1688,5528,0.675470333,0.305354559
Mississippi,Adams County,5696,7917,13759,0.413983574,0.575405189
Mississippi,Alcorn County,12818,2782,15813,0.810598874,0.175931196
Mississippi,Amite County,4503,2620,7207,0.624809213,0.363535452
Mississippi,Attala County,5178,3542,8832,0.586277174,0.401041667
Mississippi,Benton County,2570,1679,4292,0.598788444,0.391192917
Mississippi,Bolivar County,4671,8904,13755,0.339585605,0.647328244
Mississippi,Calhoun County,4625,1902,6595,0.701288855,0.288400303
Mississippi,Carroll County,3924,1729,5705,0.687817704,0.303067485
Mississippi,Chickasaw County,4175,3810,8148,0.51239568,0.467599411
Mississippi,Choctaw County,3001,1185,4225,0.710295858,0.280473373
Mississippi,Claiborne County,603,3772,4453,0.135414327,0.847069391
Mississippi,Clarke County,5417,2838,8347,0.64897568,0.340002396
Mississippi,Clay County,4181,5844,10206,0.409660984,0.57260435
Mississippi,Coahoma County,2375,6020,8507,0.27918185,0.707652521
Mississippi,Copiah County,6250,6470,12897,0.484608824,0.501667054
Mississippi,Covington County,5854,3416,9371,0.624693202,0.364528866
Mississippi,DeSoto County,46462,28265,76248,0.609353688,0.370698248
Mississippi,Forrest County,17290,13755,31725,0.54499606,0.43356974
Mississippi,Franklin County,2923,1480,4464,0.654793907,0.331541219
Mississippi,George County,9713,1218,11064,0.877892263,0.110086768
Mississippi,Greene County,4794,966,5816,0.824277854,0.166093535
Mississippi,Grenada County,6081,4734,10919,0.556919132,0.433556186
Mississippi,Hancock County,16132,4504,20957,0.769766665,0.214916257
Mississippi,Harrison County,46822,27728,75865,0.617175246,0.365491333
Mississippi,Hinds County,25141,73550,100191,0.250930722,0.734097873
Mississippi,Holmes County,1369,6588,8115,0.168699938,0.811829945
Mississippi,Humphreys County,1118,3016,4189,0.266889472,0.719980902
Mississippi,Issaquena County,308,355,676,0.455621302,0.525147929
Mississippi,Itawamba County,9438,1249,10826,0.871790135,0.115370405
Mississippi,Jackson County,36295,17375,54623,0.664463687,0.318089449
Mississippi,Jasper County,4302,4341,8742,0.492107069,0.496568291
Mississippi,Jefferson County,531,3327,3911,0.135770903,0.850677576
Mississippi,Jefferson Davis County,2534,3599,6213,0.407854499,0.579269274
Mississippi,Jones County,21226,8517,30091,0.705393639,0.283041441
Mississippi,Kemper County,1787,2887,4732,0.377641589,0.610101437
Mississippi,Lafayette County,12949,10070,23481,0.551467144,0.428857374
Mississippi,Lamar County,20704,7340,28526,0.725794012,0.257309122
Mississippi,Lauderdale County,17967,12960,31266,0.574649779,0.414507772
Mississippi,Lawrence County,4285,2260,6617,0.647574429,0.341544507
Mississippi,Leake County,5228,3897,9204,0.568013907,0.423402868
Mississippi,Lee County,24207,12189,37003,0.654190201,0.329405724
Mississippi,Leflore County,3129,7648,10893,0.287248692,0.702102268
Mississippi,Lincoln County,11596,5040,16818,0.689499346,0.299678915
Mississippi,Lowndes County,13800,13087,27274,0.505976388,0.479834274
Mississippi,Madison County,31091,24440,56335,0.551894914,0.433833319
Mississippi,Marion County,8273,3787,12194,0.678448417,0.310562572
Mississippi,Marshall County,7566,8057,15830,0.477953253,0.50897031
Mississippi,Monroe County,11177,5874,17279,0.646854563,0.339950229
Mississippi,Montgomery County,2917,2121,5078,0.574438755,0.417684128
Mississippi,Neshoba County,8320,3260,11720,0.709897611,0.278156997
Mississippi,Newton County,6997,3075,10189,0.686720974,0.301796055
Mississippi,Noxubee County,1240,4040,5341,0.232166261,0.756412657
Mississippi,Oktibbeha County,9004,10299,19812,0.454472037,0.519836463
Mississippi,Panola County,8060,7403,15635,0.515510074,0.473488967
Mississippi,Pearl River County,19595,4148,24056,0.814557699,0.172430994
Mississippi,Perry County,4500,1362,5922,0.759878419,0.229989868
Mississippi,Pike County,8479,8646,17360,0.488421659,0.498041475
Mississippi,Pontotoc County,11550,2614,14377,0.803366488,0.181818182
Mississippi,Prentiss County,8370,2153,10661,0.785104587,0.201951036
Mississippi,Quitman County,1026,2150,3229,0.317745432,0.665840818
Mississippi,Rankin County,50895,18847,70655,0.720331187,0.266746869
Mississippi,Scott County,6285,4330,10744,0.584977662,0.403015637
Mississippi,Sharkey County,688,1465,2183,0.31516262,0.671094824
Mississippi,Simpson County,7635,4037,11820,0.645939086,0.341539763
Mississippi,Smith County,6458,1791,8327,0.775549418,0.215083463
Mississippi,Stone County,5964,1802,7878,0.757044935,0.228738258
Mississippi,Sunflower County,2799,6781,9683,0.289063307,0.700299494
Mississippi,Tallahatchie County,2488,3105,5691,0.437181515,0.545598313
Mississippi,Tate County,8707,4183,13101,0.664605755,0.319288604
Mississippi,Tippah County,8054,1937,10102,0.797267868,0.191744209
Mississippi,Tishomingo County,7933,1059,9147,0.867278889,0.115775664
Mississippi,Tunica County,926,2580,3565,0.259747546,0.723702665
Mississippi,Union County,10373,2160,12683,0.817866435,0.17030671
Mississippi,Walthall County,4220,2835,7122,0.592530188,0.398062342
Mississippi,Warren County,10365,10442,21056,0.492258739,0.495915653
Mississippi,Washington County,5300,12503,18025,0.294036061,0.693647712
Mississippi,Wayne County,6307,3624,10066,0.626564673,0.360023843
Mississippi,Webster County,4291,1043,5402,0.794335431,0.193076638
Mississippi,Wilkinson County,1324,2749,4130,0.320581114,0.665617433
Mississippi,Winston County,5112,4040,9244,0.553007356,0.437040242
Mississippi,Yalobusha County,3671,2785,6538,0.561486693,0.425971245
Mississippi,Yazoo County,4832,5496,10441,0.46279092,0.526386361
Missouri,Adair County,6413,3710,10336,0.620452786,0.358939628
Missouri,Andrew County,7255,2351,9752,0.743949959,0.241078753
Missouri,Atchison County,2199,564,2814,0.781449893,0.200426439
Missouri,Audrain County,7732,2704,10656,0.725600601,0.253753754
Missouri,Barry County,12425,2948,15598,0.796576484,0.18899859
Missouri,Barton County,5168,844,6077,0.850419615,0.138884318
Missouri,Bates County,6597,1672,8416,0.783864068,0.198669202
Missouri,Benton County,8109,2180,10476,0.774054983,0.208094693
Missouri,Bollinger County,5167,750,5983,0.863613572,0.125355173
Missouri,Boone County,38646,50064,91168,0.423898736,0.549140049
Missouri,Buchanan County,22450,13445,36598,0.613421498,0.367369802
Missouri,Butler County,14602,3301,18141,0.804917039,0.181963508
Missouri,Caldwell County,3725,897,4682,0.795600171,0.191584793
Missouri,Callaway County,14815,5870,21144,0.700671585,0.277620129
Missouri,Camden County,18850,5652,24812,0.759713042,0.227793003
Missouri,Cape Girardeau County,28907,10760,40328,0.716797262,0.26681214
Missouri,Carroll County,3706,786,4532,0.817740512,0.173433363
Missouri,Carter County,2451,418,2897,0.846047635,0.144287194
Missouri,Cass County,37197,19052,57408,0.647941054,0.331870123
Missouri,Cedar County,5788,1145,7044,0.82169222,0.162549688
Missouri,Chariton County,3111,916,4077,0.763061074,0.224675006
Missouri,Christian County,34920,11131,46839,0.745532569,0.237643844
Missouri,Clark County,2672,678,3394,0.787271656,0.19976429
Missouri,Clay County,64605,59400,126569,0.510433044,0.469309231
Missouri,Clinton County,7799,2896,10888,0.716293167,0.265980896
Missouri,Cole County,26086,12694,39529,0.659920565,0.321131321
Missouri,Cooper County,6272,2249,8693,0.721500058,0.258713908
Missouri,Crawford County,8725,2113,10973,0.79513351,0.192563565
Missouri,Dade County,3414,656,4119,0.828841952,0.159261957
Missouri,Dallas County,6619,1380,8104,0.816757157,0.170286278
Missouri,Daviess County,3102,746,3911,0.793147533,0.190744055
Missouri,DeKalb County,3828,930,4843,0.790419162,0.192029734
Missouri,Dent County,5987,1056,7142,0.838280594,0.147857743
Missouri,Douglas County,5898,1016,7000,0.842571429,0.145142857
Missouri,Dunklin County,8135,2200,10419,0.780785104,0.211152702
Missouri,Franklin County,38058,14569,53685,0.708913104,0.271379342
Missouri,Gasconade County,6222,1601,7923,0.785308595,0.202069923
Missouri,Gentry County,2581,613,3237,0.797343219,0.189372876
Missouri,Greene County,83630,55068,141800,0.58977433,0.388349788
Missouri,Grundy County,3585,799,4437,0.807978364,0.180076628
Missouri,Harrison County,3198,597,3826,0.835859906,0.156037637
Missouri,Henry County,8027,2619,10788,0.744067482,0.242769744
Missouri,Hickory County,3966,1056,5080,0.780708661,0.207874016
Missouri,Holt County,1976,338,2343,0.84336321,0.144259496
Missouri,Howard County,3553,1413,5092,0.697761194,0.277494108
Missouri,Howell County,15181,3218,18650,0.813994638,0.172546917
Missouri,Iron County,3596,945,4592,0.783101045,0.205792683
Missouri,Jackson County,126535,199842,333063,0.37991311,0.60001261
Missouri,Jasper County,37728,13549,52352,0.720660147,0.258805776
Missouri,Jefferson County,77046,37523,116688,0.66027355,0.321566913
Missouri,Johnson County,15489,6974,23123,0.669852528,0.301604463
Missouri,Knox County,1486,340,1854,0.801510248,0.183387271
Missouri,Laclede County,13762,2780,16793,0.819508128,0.165545168
Missouri,Lafayette County,12273,4472,17055,0.719613017,0.262210495
Missouri,Lawrence County,14426,3214,17905,0.805696733,0.179502932
Missouri,Lewis County,3553,984,4609,0.770883055,0.213495335
Missouri,Lincoln County,21848,6607,29018,0.752911986,0.227686264
Missouri,Linn County,4363,1275,5726,0.761962976,0.22266853
Missouri,Livingston County,5267,1410,6758,0.779372595,0.20864161
Missouri,Macon County,6076,1662,7836,0.77539561,0.212098009
Missouri,Madison County,4584,1019,5676,0.807610994,0.179527837
Missouri,Maries County,3892,814,4771,0.815761895,0.170614127
Missouri,Marion County,9915,3202,13348,0.742807911,0.239886125
Missouri,McDonald County,7465,1439,9053,0.824588534,0.158952833
Missouri,Mercer County,1541,222,1779,0.866216976,0.124789207
Missouri,Miller County,10176,2038,12382,0.821838152,0.164593765
Missouri,Mississippi County,3537,1178,4756,0.743692178,0.247687132
Missouri,Moniteau County,5744,1308,7157,0.80257091,0.182758139
Missouri,Monroe County,3477,936,4483,0.775596699,0.208788758
Missouri,Montgomery County,4465,1208,5772,0.773562024,0.209286209
Missouri,Morgan County,7442,1924,9487,0.784441868,0.202803837
Missouri,New Madrid County,5447,1748,7250,0.751310345,0.241103448
Missouri,Newton County,22120,5818,28405,0.778736138,0.204823095
Missouri,Nodaway County,6865,2853,9893,0.693924997,0.288385727
Missouri,Oregon County,3847,823,4739,0.811774636,0.17366533
Missouri,Osage County,6425,1037,7539,0.852235044,0.137551399
Missouri,Ozark County,4064,752,4864,0.835526316,0.154605263
Missouri,Pemiscot County,4120,1560,5735,0.718395815,0.272013949
Missouri,Perry County,7657,1664,9447,0.810521859,0.176140574
Missouri,Pettis County,13854,4783,19097,0.72545426,0.250458187
Missouri,Phelps County,13480,5637,19568,0.688879804,0.288072363
Missouri,Pike County,5863,1717,7695,0.761923327,0.223131904
Missouri,Platte County,28917,27179,57270,0.504924044,0.474576567
Missouri,Polk County,11850,2885,15064,0.786643654,0.191516198
Missouri,Pulaski County,10329,3740,14414,0.716594977,0.25946996
Missouri,Putnam County,1984,361,2361,0.840321898,0.152901313
Missouri,Ralls County,4396,1205,5662,0.776404097,0.212822324
Missouri,Randolph County,8018,2485,10744,0.746276992,0.231291884
Missouri,Ray County,8345,3109,11649,0.716370504,0.266889862
Missouri,Reynolds County,2733,529,3298,0.828684051,0.160400243
Missouri,Ripley County,4839,833,5717,0.846422949,0.14570579
Missouri,Saline County,6451,2904,9519,0.677697237,0.305074062
Missouri,Schuyler County,1606,373,2003,0.801797304,0.186220669
Missouri,Scotland County,1560,388,1984,0.786290323,0.195564516
Missouri,Scott County,13769,3753,17719,0.777075456,0.211806535
Missouri,Shannon County,3165,706,3906,0.810291859,0.180747568
Missouri,Shelby County,2700,592,3350,0.805970149,0.176716418
Missouri,St. Charles County,128389,89530,222017,0.578284546,0.403257408
Missouri,St. Clair County,3932,988,4974,0.790510655,0.198632891
Missouri,St. Francois County,20511,7044,28001,0.732509553,0.251562444
Missouri,St. Louis County,199493,328151,536446,0.371878996,0.611713015
Missouri,St. Louis city,21474,110089,133867,0.160412947,0.82237594
Missouri,Ste. Genevieve County,6630,2713,9484,0.699072121,0.286060734
Missouri,Stoddard County,11484,1819,13426,0.855355281,0.13548339
Missouri,Stone County,14800,3506,18483,0.800735811,0.189687821
Missouri,Sullivan County,1974,478,2471,0.798866856,0.19344395
Missouri,Taney County,20508,5339,26288,0.780127815,0.20309647
Missouri,Texas County,9478,1716,11315,0.837649138,0.151657092
Missouri,Vernon County,7155,1903,9185,0.77898748,0.207185629
Missouri,Warren County,13222,4769,18375,0.719564626,0.259537415
Missouri,Washington County,8047,1804,9976,0.806635926,0.180834002
Missouri,Wayne County,4987,845,5878,0.848417829,0.14375638
Missouri,Webster County,14880,3573,18779,0.792374461,0.190265722
Missouri,Worth County,877,215,1107,0.792231256,0.194218609
Missouri,Wright County,7453,1168,8739,0.852843575,0.133653736
Montana,Beaverhead County,3923,1608,5661,0.692987105,0.284048755
Montana,Big Horn County,2207,2491,4784,0.461329431,0.52069398
Montana,Blaine County,1469,1589,3117,0.471286493,0.50978505
Montana,Broadwater County,3173,835,4097,0.774469124,0.203807664
Montana,Carbon County,4468,2421,7101,0.629207154,0.340937896
Montana,Carter County,775,74,864,0.896990741,0.085648148
Montana,Cascade County,23315,15456,39885,0.584555597,0.387514103
Montana,Chouteau County,1891,991,2974,0.635843981,0.333221251
Montana,Custer County,4205,1514,5883,0.714771375,0.257351691
Montana,Daniels County,799,195,1014,0.787968442,0.192307692
Montana,Dawson County,3758,962,4837,0.776927848,0.198883606
Montana,Deer Lodge County,2186,2562,4891,0.446943365,0.52381926
Montana,Fallon County,1375,172,1575,0.873015873,0.109206349
Montana,Fergus County,4869,1496,6531,0.74552136,0.229061399
Montana,Flathead County,38321,20274,60258,0.635948754,0.336453251
Montana,Gallatin County,31696,37044,71507,0.443257303,0.518047184
Montana,Garfield County,764,41,813,0.939729397,0.050430504
Montana,Glacier County,1884,3610,5639,0.334101791,0.64018443
Montana,Golden Valley County,414,78,503,0.82306163,0.155069583
Montana,Granite County,1419,638,2102,0.675071361,0.303520457
Montana,Hill County,3957,2981,7182,0.550960735,0.415065441
Montana,Jefferson County,5345,2625,8191,0.652545477,0.320473691
Montana,Judith Basin County,1040,275,1344,0.773809524,0.204613095
Montana,Lake County,9322,6916,16626,0.560688079,0.415974979
Montana,Lewis and Clark County,21409,19743,42485,0.50391903,0.46470519
Montana,Liberty County,821,249,1083,0.758079409,0.229916898
Montana,Lincoln County,8672,2835,11747,0.738231038,0.241338214
Montana,Madison County,4191,1771,6113,0.685588091,0.289710453
Montana,McCone County,956,155,1128,0.84751773,0.137411348
Montana,Meagher County,833,258,1110,0.75045045,0.232432432
Montana,Mineral County,1828,686,2563,0.713226687,0.267655092
Montana,Missoula County,26347,43357,71986,0.366001723,0.602297669
Montana,Musselshell County,2423,413,2881,0.841027421,0.143353002
Montana,Park County,6025,5280,11618,0.51859184,0.454467206
Montana,Petroleum County,298,39,351,0.849002849,0.111111111
Montana,Phillips County,1936,416,2386,0.811399832,0.174350377
Montana,Pondera County,2031,903,2995,0.678130217,0.301502504
Montana,Powder River County,970,154,1136,0.853873239,0.13556338
Montana,Powell County,2355,752,3195,0.737089202,0.235367762
Montana,Prairie County,603,126,744,0.810483871,0.169354839
Montana,Ravalli County,19114,8763,28507,0.670501982,0.307398183
Montana,Richland County,4800,875,5798,0.82787168,0.150914108
Montana,Roosevelt County,1996,1910,4028,0.495531281,0.474180735
Montana,Rosebud County,2486,1199,3784,0.656976744,0.316860465
Montana,Sanders County,5660,1820,7652,0.739675902,0.237846315
Montana,Sheridan County,1403,574,2030,0.691133005,0.282758621
Montana,Silver Bow County,7745,10392,18827,0.411377277,0.55197323
Montana,Stillwater County,4462,1156,5741,0.777216513,0.201358648
Montana,Sweet Grass County,1840,549,2446,0.752248569,0.224448078
Montana,Teton County,2608,1007,3695,0.705818674,0.272530447
Montana,Toole County,1596,467,2123,0.751766368,0.219971738
Montana,Treasure County,373,78,460,0.810869565,0.169565217
Montana,Valley County,3135,1030,4272,0.733848315,0.241104869
Montana,Wheatland County,823,225,1068,0.770599251,0.210674157
Montana,Wibaux County,516,77,598,0.862876254,0.128762542
Montana,Yellowstone County,50772,30679,83821,0.60571933,0.366006132
Nebraska,Adams County,10085,4213,14653,0.688254965,0.287517914
Nebraska,Antelope County,3093,452,3583,0.863243092,0.12615127
Nebraska,Arthur County,260,21,285,0.912280702,0.073684211
Nebraska,Banner County,362,43,411,0.880778589,0.104622871
Nebraska,Blaine County,280,35,317,0.883280757,0.110410095
Nebraska,Boone County,2653,499,3226,0.822380657,0.154680719
Nebraska,Box Butte County,4002,1051,5200,0.769615385,0.202115385
Nebraska,Boyd County,1010,135,1155,0.874458874,0.116883117
Nebraska,Brown County,1470,191,1684,0.872921615,0.113420428
Nebraska,Buffalo County,16640,6350,23711,0.701783982,0.26780819
Nebraska,Burt County,2580,1063,3739,0.690024071,0.284300615
