SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2020,NPOPCHG_2020,BIRTHS2020,DEATHS2020,NATURALINC2020,INTERNATIONALMIG2020,DOMESTICMIG2020,NETMIG2010,NETMIG2020,RESIDUAL2020,GQESTIMATES2020,RBIRTH2020,RDEATH2020,RNATURALINC2020,RINTERNATIONALMIG2020,RDOMESTICMIG2020,RNETMIG2020
50,3,5,45,7,South Carolina,Anderson County,187126,186927,204353,1929,2205,2414,-209,59,2083,94,2142,-4,2956,10.84132092,11.86891098,-1.027590055,0.290085231,10.24148366,10.53156889
50,3,5,45,9,South Carolina,Bamberg County,15987,15962,13906,-202,140,205,-65,11,-146,-37,-135,-2,999,9.995002499,14.63553937,-4.640536874,0.785321625,-10.42335975,-9.638038124
50,3,5,45,11,South Carolina,Barnwell County,22621,22621,20805,-119,247,304,-57,-4,-58,-12,-62,0,285,11.83828992,14.57020298,-2.731913058,-0.191713197,-2.779841357,-2.971554554
50,3,5,45,13,South Carolina,Beaufort County,162233,162219,195656,3018,1875,1894,-19,279,2773,461,3052,-15,5537,9.657630558,9.755494548,-0.09786399,1.437055427,14.28299175,15.72004718
50,3,5,45,15,South Carolina,Berkeley County,177843,178375,235987,7035,2873,1833,1040,346,5675,692,6021,-26,3684,12.35861048,7.884905332,4.473705153,1.488367291,24.41180456,25.90017185
50,3,5,45,17,South Carolina,Calhoun County,15175,15179,14554,41,124,194,-70,1,110,-50,111,0,158,8.532012248,13.34847077,-4.816458527,0.06880655,7.568720542,7.637527093
50,3,5,45,19,South Carolina,Charleston County,350209,350162,417981,5366,4886,3890,996,478,3900,466,4378,-8,11055,11.76504582,9.366767959,2.398277863,1.150980742,9.390847054,10.5418278
50,3,5,45,21,South Carolina,Cherokee County,55342,55484,57316,-15,639,723,-84,14,52,35,66,3,1138,11.14726072,12.61262833,-1.465367607,0.244227934,0.907132328,1.151360262
50,3,5,45,23,South Carolina,Chester County,33140,33159,32232,46,374,486,-112,-1,159,-40,158,0,218,11.61166134,15.08895029,-3.477288957,-0.031047223,4.936508429,4.905461207
50,3,5,45,25,South Carolina,Chesterfield County,46734,46717,45606,-25,475,603,-128,16,87,-84,103,0,872,10.41244232,13.21832151,-2.805879194,0.350734899,1.907121015,2.257855914
50,3,5,45,27,South Carolina,Clarendon County,34971,34949,33415,-388,302,441,-139,15,-262,-12,-247,-2,1287,8.985688357,13.12148532,-4.135796959,0.446309024,-7.795530959,-7.349221935
50,3,5,45,29,South Carolina,Colleton County,38892,38885,37481,-224,451,614,-163,16,-79,-11,-63,2,385,11.99691432,16.33282792,-4.335913601,0.425611151,-2.101455058,-1.675843907
50,3,5,45,31,South Carolina,Darlington County,68681,68600,66509,-147,757,936,-179,35,-6,-53,29,3,1441,11.36935381,14.05774791,-2.688394098,0.52566365,-0.090113769,0.435549882
50,3,5,45,33,South Carolina,Dillon County,32062,32059,30367,15,404,418,-14,8,20,38,28,1,468,13.30720203,13.76834269,-0.461140664,0.263508951,0.658772378,0.922281329
50,3,5,45,35,South Carolina,Dorchester County,136555,136110,165737,2220,1835,1359,476,183,1562,599,1745,-1,2000,11.14640976,8.255024996,2.891384767,1.111603807,9.488115558,10.59971937
50,3,5,45,37,South Carolina,Edgefield County,26985,26966,27120,-229,191,298,-107,16,-136,-26,-120,-2,2447,7.013163451,10.94200371,-3.928840258,0.587490132,-4.993666122,-4.40617599
50,3,5,45,39,South Carolina,Fairfield County,23956,23977,22059,-263,193,326,-133,7,-137,-80,-130,0,397,8.697415561,14.69097136,-5.993555801,0.315450305,-6.173813118,-5.858362813
50,3,5,45,41,South Carolina,Florence County,136885,136981,137588,-540,1584,1759,-175,57,-427,41,-370,5,2939,11.490084,12.75950616,-1.269422159,0.413468932,-3.097390068,-2.683921136
50,3,5,45,43,South Carolina,Georgetown County,60158,60324,63353,328,520,939,-419,13,738,11,751,-4,553,8.229280413,14.86018136,-6.630900948,0.20573201,11.67924797,11.88497998
50,3,5,45,45,South Carolina,Greenville County,451225,451183,532486,7738,6276,4894,1382,1499,4849,779,6348,8,10465,11.87248991,9.258120719,2.614369194,2.835701463,9.172992923,12.00869439
50,3,5,45,47,South Carolina,Greenwood County,69661,69683,71074,111,801,883,-82,88,101,-18,189,4,2524,11.27875131,12.43338004,-1.154628724,1.239113752,1.422164647,2.661278399
50,3,5,45,49,South Carolina,Hampton County,21090,21092,18053,-1263,188,272,-84,12,-1183,-56,-1171,-8,281,10.06181594,14.55752094,-4.495704996,0.642243571,-63.31451203,-62.67226846
50,3,5,45,51,South Carolina,Horry County,269291,269136,365449,11031,3135,4357,-1222,359,11943,984,12302,-49,3733,8.709942253,12.10501384,-3.39507159,0.997406465,33.18112929,34.17853576
50,3,5,45,53,South Carolina,Jasper County,24777,24791,31588,1294,372,302,70,59,1168,140,1227,-3,1247,12.02288226,9.760511942,2.262370318,1.906854982,37.74926473,39.65611971
50,3,5,45,55,South Carolina,Kershaw County,61697,61586,67472,724,741,841,-100,27,802,115,829,-5,400,11.04157354,12.53166443,-1.490090896,0.402324542,11.95052898,12.35285352
50,3,5,45,57,South Carolina,Lancaster County,76652,76653,100926,2646,1016,1123,-107,45,2718,235,2763,-10,1814,10.20049597,11.2747608,-1.074264831,0.451793621,27.28833469,27.74012831
50,3,5,45,59,South Carolina,Laurens County,66537,66529,67883,435,778,940,-162,54,543,-55,597,0,2239,11.49773518,13.89186513,-2.394129948,0.798043316,8.0247689,8.822812216
50,3,5,45,61,South Carolina,Lee County,19220,19225,16701,-155,167,299,-132,0,-23,-35,-23,0,1657,9.953213935,17.82042495,-7.867211014,0,-1.370801919,-1.370801919
50,3,5,45,63,South Carolina,Lexington County,262391,262454,303946,4525,3202,2844,358,378,3798,616,4176,-9,2342,10.61377238,9.427098267,1.186674114,1.252968757,12.58935275,13.84232151
50,3,5,45,65,South Carolina,McCormick County,10233,10229,9430,-32,48,184,-136,0,104,14,104,0,948,5.081515986,19.47914461,-14.39762863,0,11.0099513,11.0099513
50,3,5,45,67,South Carolina,Marion County,33062,33055,30158,-407,317,482,-165,15,-254,-74,-239,-3,200,10.44085437,15.87536848,-5.434514105,0.494046737,-8.365858077,-7.87181134
50,3,5,45,69,South Carolina,Marlboro County,28933,28935,25581,-576,271,388,-117,3,-459,-42,-456,-3,2451,10.47585914,14.99864703,-4.522787893,0.11596892,-17.74324481,-17.62727589
50,3,5,45,71,South Carolina,Newberry County,37508,37510,38445,37,412,497,-85,-1,120,35,119,3,1310,10.72176753,12.93378268,-2.212015146,-0.026023708,3.122844912,3.096821204
50,3,5,45,73,South Carolina,Oconee County,74273,74285,80015,565,695,1045,-350,123,794,94,917,-2,792,8.716646286,13.10632427,-4.389677986,1.542658264,9.958298059,11.50095632
50,3,5,45,75,South Carolina,Orangeburg County,92501,92508,85343,-888,942,1233,-291,24,-617,-229,-593,-4,3032,10.98068472,14.37280707,-3.39212235,0.279762668,-7.192231923,-6.912469255
50,3,5,45,77,South Carolina,Pickens County,119224,119384,127983,1009,1212,1369,-157,134,1031,-76,1165,1,8297,9.507485576,10.7390658,-1.231580227,1.051157646,8.087638308,9.138795954
50,3,5,45,79,South Carolina,Richland County,384504,384425,419051,2024,4713,3440,1273,874,-154,680,720,31,28576,11.27406773,8.228897304,3.045170427,2.090714024,-0.368386682,1.722327343
50,3,5,45,81,South Carolina,Saluda County,19875,19857,20315,-66,224,235,-11,8,-63,21,-55,0,298,11.00845292,11.54904659,-0.54059367,0.393159033,-3.096127384,-2.702968351
50,3,5,45,83,South Carolina,Spartanburg County,284307,284329,326205,5951,3942,3518,424,259,5290,163,5549,-22,7711,12.19566902,10.88390756,1.311761457,0.801288249,16.36608045,17.1673687
50,3,5,45,85,South Carolina,Sumter County,107456,107485,106360,-275,1366,1200,166,74,-517,-45,-443,2,2544,12.82659217,11.26787014,1.558722036,0.694851992,-4.854574051,-4.159722059
50,3,5,45,87,South Carolina,Union County,28961,28956,26991,-230,280,411,-131,-1,-100,-63,-101,2,444,10.32981628,15.16269461,-4.83287833,-0.036892201,-3.689220099,-3.7261123
50,3,5,45,89,South Carolina,Williamsburg County,34423,34405,29825,-431,271,445,-174,15,-271,-62,-256,-1,919,9.021154774,14.81333533,-5.792180556,0.49932591,-9.021154774,-8.521828864
50,3,5,45,91,South Carolina,York County,226073,226033,289105,7606,2969,2465,504,240,6899,492,7139,-37,3426,10.4065166,8.639967473,1.76654913,0.841213872,24.18139375,25.02260762
40,2,4,46,0,South Dakota,South Dakota,814180,814198,892717,5590,11686,7920,3766,1856,-21,883,1835,-11,34043,13.13148793,8.899656374,4.231831554,2.085576039,-0.023597574,2.061978466
50,2,4,46,3,South Dakota,Aurora County,2710,2710,2730,-19,38,24,14,5,-39,-1,-34,1,96,13.87114437,8.76072276,5.11042161,1.825150575,-14.23617448,-12.41102391
50,2,4,46,5,South Dakota,Beadle County,17398,17399,18513,124,287,202,85,148,-109,5,39,0,620,15.55471248,10.9479161,4.60679638,8.021245461,-5.907538887,2.113706574
50,2,4,46,7,South Dakota,Bennett County,3431,3431,3399,35,46,30,16,1,18,5,19,0,37,13.60343043,8.871802455,4.731627976,0.295726749,5.323081473,5.618808221
50,2,4,46,9,South Dakota,Bon Homme County,7070,7067,6848,-63,71,77,-6,0,-57,2,-57,0,1534,10.32051748,11.19267389,-0.872156407,0,-8.285485864,-8.285485864
50,2,4,46,11,South Dakota,Brookings County,31965,31966,35603,140,419,217,202,239,-301,0,-62,0,3616,11.79185546,6.106999128,5.684856331,6.726141896,-8.47099879,-1.744856894
50,2,4,46,13,South Dakota,Brown County,36531,36532,38738,-145,477,354,123,123,-391,78,-268,0,1369,12.2904884,9.121242963,3.169245436,3.169245436,-10.07459322,-6.90534778
50,2,4,46,15,South Dakota,Brule County,5255,5255,5254,32,65,50,15,0,18,9,18,-1,132,12.40931653,9.545628102,2.863688431,0,3.436426117,3.436426117
50,2,4,46,17,South Dakota,Buffalo County,1912,1913,1956,-26,31,30,1,0,-28,15,-28,1,3,15.7440325,15.23616049,0.507872016,0,-14.22041646,-14.22041646
50,2,4,46,19,South Dakota,Butte County,10110,10112,10538,120,135,117,18,0,103,16,103,-1,111,12.88413819,11.1662531,1.717885093,0,9.830120252,9.830120252
50,2,4,46,21,South Dakota,Campbell County,1466,1466,1380,0,12,9,3,1,-4,4,-3,0,0,8.695652174,6.52173913,2.173913044,0.724637681,-2.898550725,-2.173913043
50,2,4,46,23,South Dakota,Charles Mix County,9129,9131,9262,-24,147,112,35,0,-59,0,-59,0,589,15.85076558,12.07677378,3.773991805,0,-6.3618719,-6.3618719
50,2,4,46,25,South Dakota,Clark County,3691,3691,3802,62,67,35,32,4,26,0,30,0,489,17.76717051,9.28135773,8.485812782,1.060726598,6.894722885,7.955449483
50,2,4,46,27,South Dakota,Clay County,13864,13866,14246,150,130,88,42,27,80,-30,107,1,2255,9.173664526,6.209865218,2.963799308,1.905299555,5.645332016,7.550631572
50,2,4,46,29,South Dakota,Codington County,27227,27225,28186,94,309,265,44,49,0,-34,49,1,381,10.98120047,9.417534383,1.563666086,1.741355414,0,1.741355414
50,2,4,46,31,South Dakota,Corson County,4050,4040,4031,-45,91,66,25,0,-70,18,-70,0,1,22.4497348,16.28222524,6.16750956,0,-17.26902677,-17.26902677
50,2,4,46,33,South Dakota,Custer County,8216,8219,9017,88,69,94,-25,6,109,40,115,-2,252,7.689735874,10.47587206,-2.786136186,0.668672685,12.14755377,12.81622646
50,2,4,46,35,South Dakota,Davison County,19504,19504,19812,-53,260,205,55,5,-113,-5,-108,0,771,13.10582957,10.33344255,2.772387025,0.252035184,-5.695995161,-5.443959977
50,2,4,46,37,South Dakota,Day County,5710,5710,5345,-69,61,81,-20,1,-49,12,-48,-1,139,11.33934381,15.05716145,-3.717817641,0.185890882,-9.108653221,-8.922762339
50,2,4,46,39,South Dakota,Deuel County,4364,4364,4346,12,56,41,15,3,-5,-11,-2,-1,50,12.90322581,9.447004608,3.456221198,0.69124424,-1.152073733,-0.460829493
50,2,4,46,41,South Dakota,Dewey County,5301,5301,5789,-83,127,76,51,0,-134,11,-134,0,19,21.7820084,13.03490267,8.747105737,0,-22.98259154,-22.98259154
50,2,4,46,43,South Dakota,Douglas County,3002,2997,2906,-5,43,35,8,6,-18,-6,-12,-1,178,14.78425305,12.03369434,2.750558707,2.06291903,-6.188757091,-4.125838061
50,2,4,46,45,South Dakota,Edmunds County,4071,4071,3817,-40,39,34,5,5,-49,2,-44,-1,420,10.16419077,8.861089393,1.303101381,1.303101381,-12.77039354,-11.46729216
50,2,4,46,47,South Dakota,Fall River County,7094,7094,6708,20,46,105,-59,7,73,26,80,-1,199,6.867721708,15.67632129,-8.808599582,1.045088086,10.89877575,11.94386384
50,2,4,46,49,South Dakota,Faulk County,2364,2364,2306,-1,31,19,12,0,-12,3,-12,-1,497,13.44027748,8.237589421,5.202688056,0,-5.202688055,-5.202688055
50,2,4,46,51,South Dakota,Grant County,7356,7358,7000,-102,76,87,-11,7,-97,-9,-90,-1,104,10.77861296,12.33867537,-1.560062402,0.992766983,-13.75691391,-12.76414693
50,2,4,46,53,South Dakota,Gregory County,4271,4271,4219,36,49,56,-7,0,43,0,43,0,44,11.66388955,13.33015949,-1.666269936,0,10.23565818,10.23565818
50,2,4,46,55,South Dakota,Haakon County,1937,1937,1861,-5,17,13,4,0,-8,-11,-8,-1,36,9.122618728,6.976120204,2.146498524,0,-4.292997049,-4.292997049
50,2,4,46,57,South Dakota,Hamlin County,5903,5899,6234,10,131,61,70,7,-68,7,-61,1,245,21.03066303,9.792904158,11.23775887,1.123775887,-10.91668004,-9.792904158
50,2,4,46,59,South Dakota,Hand County,3431,3430,3127,-43,30,27,3,0,-46,7,-46,0,61,9.528346832,8.575512149,0.952834683,0,-14.61013181,-14.61013181
50,2,4,46,61,South Dakota,Hanson County,3331,3332,3489,26,44,13,31,0,-5,3,-5,0,520,12.65822785,3.739930955,8.918296893,0,-1.438434983,-1.438434983
50,2,4,46,63,South Dakota,Harding County,1255,1255,1311,4,16,7,9,0,-4,-9,-4,-1,29,12.22307105,5.347593583,6.875477464,0,-3.055767762,-3.055767762
50,2,4,46,65,South Dakota,Hughes County,17022,17022,17336,-151,224,195,29,3,-182,23,-179,-1,770,12.86506045,11.19949459,1.665565862,0.172299917,-10.45286161,-10.2805617
50,2,4,46,67,South Dakota,Hutchinson County,7343,7346,7282,-5,112,97,15,1,-21,8,-20,0,832,15.37511154,13.31594481,2.059166724,0.137277782,-2.882833413,-2.745555632
50,2,4,46,69,South Dakota,Hyde County,1420,1420,1281,-14,16,15,1,0,-15,1,-15,0,38,12.42236025,11.64596273,0.776397516,0,-11.64596273,-11.64596273
50,2,4,46,71,South Dakota,Jackson County,3031,3030,3321,-14,69,18,51,1,-66,3,-65,0,42,20.73317308,5.408653846,15.32451923,0.300480769,-19.83173077,-19.53125
50,2,4,46,73,South Dakota,Jerauld County,2071,2071,1985,-29,25,26,-1,4,-31,16,-27,-1,176,12.50312578,13.00325081,-0.500125031,2.000500125,-15.50387597,-13.50337584
50,2,4,46,75,South Dakota,Jones County,1006,1006,938,27,14,6,8,0,19,5,19,0,0,15.14332071,6.489994592,8.653326122,0,20.55164954,20.55164954
50,2,4,46,77,South Dakota,Kingsbury County,5148,5147,4987,80,61,52,9,1,70,2,71,0,203,12.33070548,10.51142106,1.819284415,0.202142713,14.14998989,14.35213261
50,2,4,46,79,South Dakota,Lake County,11200,11202,12488,-281,122,103,19,2,-300,51,-298,-2,879,9.660688126,8.156154729,1.504533397,0.158371937,-23.75579047,-23.59741854
50,2,4,46,81,South Dakota,Lawrence County,24097,24090,26221,313,204,230,-26,80,260,69,340,-1,1075,7.826737517,8.824262886,-0.99752537,3.06930883,9.975253698,13.04456253
50,2,4,46,83,South Dakota,Lincoln County,44828,44827,63019,1784,854,292,562,5,1219,161,1224,-2,284,13.74603635,4.700049898,9.045986447,0.080480307,19.62109872,19.70157902
50,2,4,46,85,South Dakota,Lyman County,3755,3755,3797,10,68,16,52,0,-42,1,-42,0,37,17.93248945,4.219409283,13.71308017,0,-11.07594937,-11.07594937
50,2,4,46,87,South Dakota,McCook County,5618,5618,5520,-40,90,75,15,11,-67,5,-56,1,312,16.24548737,13.53790614,2.707581227,1.985559567,-12.09386282,-10.10830325
50,2,4,46,89,South Dakota,McPherson County,2459,2459,2363,-25,25,30,-5,0,-20,-2,-20,0,347,10.52410019,12.62892023,-2.104820038,0,-8.419280152,-8.419280152
50,2,4,46,91,South Dakota,Marshall County,4656,4656,4884,-29,67,49,18,3,-49,1,-46,-1,373,13.67765643,10.00306216,3.674594264,0.612432377,-10.00306216,-9.390629785
50,2,4,46,93,South Dakota,Meade County,25434,25433,28588,119,253,227,26,26,68,-4,94,-1,820,8.868324658,7.956955325,0.911369332,0.911369332,2.383581331,3.294950663
50,2,4,46,95,South Dakota,Mellette County,2048,2043,2089,21,31,23,8,0,14,-5,14,-1,49,14.91460188,11.06567236,3.848929517,0,6.735626654,6.735626654
50,2,4,46,97,South Dakota,Miner County,2389,2389,2202,-19,24,23,1,-1,-19,-7,-20,0,80,10.85236265,10.40018087,0.452181777,-0.452181777,-8.591453764,-9.043635541
50,2,4,46,99,South Dakota,Minnehaha County,169468,169474,196659,2506,2856,1532,1324,800,370,119,1170,12,6269,14.61572316,7.840086794,6.775636367,4.094040101,1.893493547,5.987533648
50,2,4,46,101,South Dakota,Moody County,6486,6493,6525,-30,86,54,32,0,-62,-2,-62,0,164,13.1498471,8.256880734,4.892966361,0,-9.480122324,-9.480122324
50,2,4,46,102,South Dakota,Oglala Lakota County,13586,13586,14070,-101,260,172,88,-2,-187,6,-189,0,92,18.41294572,12.18087178,6.232073935,-0.141638044,-13.24315711,-13.38479516
50,2,4,46,103,South Dakota,Pennington County,100948,100966,115926,1519,1499,1045,454,145,923,123,1068,-3,2571,13.01593779,9.07381921,3.942118585,1.259046685,8.014483378,9.273530063
50,2,4,46,105,South Dakota,Perkins County,2982,2991,2832,-1,37,23,14,0,-14,4,-14,-1,65,13.06266549,8.120035305,4.942630185,0,-4.942630185,-4.942630185
50,2,4,46,107,South Dakota,Potter County,2329,2334,2163,14,22,26,-4,2,15,12,17,1,63,10.20408163,12.0593692,-1.85528757,0.927643785,6.957328386,7.884972171
50,2,4,46,109,South Dakota,Roberts County,10149,10147,10331,-68,161,115,46,3,-118,22,-115,1,281,15.5330439,11.09503136,4.438012542,0.289435601,-11.38446696,-11.09503136
50,2,4,46,111,South Dakota,Sanborn County,2355,2355,2322,-23,32,15,17,1,-40,-1,-39,-1,174,13.71330619,6.428112278,7.285193915,0.428540819,-17.14163274,-16.71309192
50,2,4,46,115,South Dakota,Spink County,6415,6415,6319,-82,81,67,14,0,-97,-4,-97,1,404,12.73584906,10.5345912,2.201257862,0,-15.25157233,-15.25157233
50,2,4,46,117,South Dakota,Stanley County,2966,2966,3121,-8,35,16,19,-1,-27,9,-28,1,0,11.2,5.12,6.08,-0.32,-8.64,-8.96
50,2,4,46,119,South Dakota,Sully County,1373,1368,1391,14,16,11,5,0,9,0,9,0,0,11.56069364,7.947976879,3.612716763,0,6.502890173,6.502890173
50,2,4,46,121,South Dakota,Todd County,9612,9610,10313,10,230,123,107,40,-138,4,-98,1,28,22.31276678,11.93247963,10.38028716,3.88048118,-13.38766007,-9.50717889
50,2,4,46,123,South Dakota,Tripp County,5644,5649,5377,-53,83,74,9,1,-63,-1,-62,0,131,15.36041455,13.69482743,1.66558712,0.185065236,-11.65910984,-11.4740446
50,2,4,46,125,South Dakota,Turner County,8347,8349,8368,52,90,89,1,1,51,4,52,-1,153,10.78877967,10.66890434,0.11987533,0.11987533,6.113641813,6.233517142
50,2,4,46,127,South Dakota,Union County,14399,14394,16192,189,175,134,41,60,89,78,149,-1,89,10.8712533,8.324273956,2.546979345,3.727286846,5.528808821,9.256095667
50,2,4,46,129,South Dakota,Walworth County,5438,5438,5336,-85,65,55,10,9,-103,12,-94,-1,152,12.08515385,10.22589941,1.859254439,1.673328995,-19.15032072,-17.47699173
50,2,4,46,135,South Dakota,Yankton County,22438,22438,22742,-95,248,232,16,17,-128,13,-111,0,2293,10.88220452,10.18012681,0.702077711,0.745957568,-5.61662169,-4.870664122
50,2,4,46,137,South Dakota,Ziebach County,2801,2801,2656,-145,31,30,1,0,-143,10,-143,-3,0,11.36155397,10.99505223,0.366501741,0,-52.40974895,-52.40974895
40,3,6,47,0,Tennessee,Tennessee,6346105,6346281,6886834,56509,80474,73874,6600,3280,46732,4025,50012,-103,156810,11.73333341,10.77103502,0.962298389,0.478233139,6.813655802,7.29188894
50,3,6,47,1,Tennessee,Anderson County,75129,75072,77558,567,812,1000,-188,14,744,5,758,-3,1226,10.50799423,12.94087959,-2.432885363,0.181172314,9.628014416,9.80918673
50,3,6,47,3,Tennessee,Bedford County,45058,45058,50179,495,680,503,177,34,283,-5,317,1,524,13.61865756,10.07380111,3.544856453,0.680932878,5.667764838,6.348697716
50,3,6,47,5,Tennessee,Benton County,16489,16491,16131,-68,170,267,-97,-1,30,31,29,0,234,10.5165481,16.51716672,-6.00061862,-0.061862048,1.855861429,1.793999381
50,3,6,47,7,Tennessee,Bledsoe County,12876,12882,15223,138,118,166,-48,18,168,-3,186,0,2746,7.786722977,10.95420351,-3.167480533,1.1878052,11.08618187,12.27398707
50,3,6,47,9,Tennessee,Blount County,123010,123101,134751,1355,1283,1541,-258,37,1579,83,1616,-3,2024,9.56937799,11.49369562,-1.924317632,0.275968033,11.77712225,12.05309028
50,3,6,47,11,Tennessee,Bradley County,98963,98926,109071,838,1224,1199,25,51,759,64,810,3,2532,11.26532415,11.03523175,0.230092405,0.469388506,6.985605419,7.454993926
50,3,6,47,13,Tennessee,Campbell County,40716,40722,39837,59,441,628,-187,9,237,7,246,0,683,11.07831439,15.77592162,-4.697607235,0.226088049,5.95365195,6.179739999
50,3,6,47,15,Tennessee,Cannon County,13801,13813,14847,264,166,158,8,2,254,-1,256,0,150,11.28100578,10.73734285,0.543662929,0.135915732,17.261298,17.39721373
50,3,6,47,17,Tennessee,Carroll County,28522,28486,27779,69,299,408,-109,4,174,14,178,0,1212,10.77691074,14.70561733,-3.92870659,0.144172719,6.271513273,6.415685992
50,3,6,47,19,Tennessee,Carter County,57424,57383,56418,22,451,835,-384,-1,407,-25,406,0,1045,7.995461556,14.80312727,-6.807665715,-0.017728296,7.215416526,7.19768823
50,3,6,47,21,Tennessee,Cheatham County,39105,39101,41101,273,466,452,14,24,233,-25,257,2,289,11.37570335,11.03394403,0.341759328,0.585873134,5.687851677,6.273724811
50,3,6,47,23,Tennessee,Chester County,17131,17145,17432,126,178,181,-3,0,130,27,130,-1,1140,10.24814324,10.42086476,-0.172721515,0,7.484598998,7.484598998
50,3,6,47,25,Tennessee,Claiborne County,32213,32209,32023,104,330,456,-126,4,226,40,230,0,1263,10.32185418,14.26292578,-3.941071596,0.125113384,7.068906196,7.19401958
50,3,6,47,27,Tennessee,Clay County,7861,7856,7629,32,65,113,-48,0,81,12,81,-1,76,8.538027059,14.84303166,-6.305004597,0,10.63969526,10.63969526
50,3,6,47,29,Tennessee,Cocke County,35662,35642,36225,208,351,558,-207,1,416,11,417,-2,388,9.717338944,15.4480773,-5.730738352,0.027684726,11.51684616,11.54453088
50,3,6,47,31,Tennessee,Coffee County,52796,52803,57632,915,703,685,18,13,887,-15,900,-3,603,12.29569126,11.9808656,0.314825665,0.227374092,15.51390917,15.74128326
50,3,6,47,33,Tennessee,Crockett County,14586,14575,14180,-9,165,185,-20,9,3,-10,12,-1,194,11.63241567,13.04240544,-1.409989778,0.6344954,0.211498467,0.845993867
50,3,6,47,35,Tennessee,Cumberland County,56053,56058,61603,771,547,926,-379,25,1131,172,1156,-6,652,8.935353453,15.1263936,-6.191040144,0.408379957,18.47510924,18.8834892
50,3,6,47,37,Tennessee,Davidson County,626681,626577,694176,1177,10034,5962,4072,1079,-3946,47,-2867,-28,25409,14.46681205,8.595887325,5.870924721,1.555679709,-5.689260548,-4.133580839
50,3,6,47,39,Tennessee,Decatur County,11757,11746,11601,-7,106,183,-77,0,72,3,72,-2,216,9.134387522,15.7697445,-6.635356974,0,6.204489638,6.204489638
50,3,6,47,41,Tennessee,DeKalb County,18723,18722,20837,428,229,270,-41,40,431,5,471,-2,274,11.10410707,13.09217864,-1.988071571,1.93958202,20.89899627,22.83857829
50,3,6,47,43,Tennessee,Dickson County,49666,49658,54376,520,638,575,63,1,453,33,454,3,683,11.78948925,10.62532338,1.164165866,0.018478823,8.370906941,8.389385764
50,3,6,47,45,Tennessee,Dyer County,38335,38331,36693,-429,451,499,-48,-1,-379,-18,-380,-1,517,12.21973854,13.5202872,-1.300548669,-0.027094764,-10.26891553,-10.2960103
50,3,6,47,47,Tennessee,Fayette County,38413,38439,41620,576,393,477,-84,6,656,19,662,-2,442,9.508371238,11.54069486,-2.032323623,0.145165973,15.87147973,16.0166457
50,3,6,47,49,Tennessee,Fentress County,17959,17962,18787,219,188,279,-91,4,307,-4,311,-1,261,10.06558694,14.93775934,-4.8721724,0.214161424,16.43688931,16.65105073
50,3,6,47,51,Tennessee,Franklin County,41052,41064,42485,230,405,510,-105,22,313,-53,335,0,2200,9.558649988,12.0368185,-2.478168515,0.519235308,7.387302337,7.906537645
50,3,6,47,53,Tennessee,Gibson County,49683,49686,49159,45,559,703,-144,3,187,27,190,-1,1144,11.37647167,14.30708333,-2.930611663,0.06105441,3.805724869,3.866779278
50,3,6,47,55,Tennessee,Giles County,29485,29479,29530,49,304,418,-114,36,126,-101,162,1,660,10.30316382,14.16685025,-3.863686431,1.220111505,4.270390266,5.490501771
50,3,6,47,57,Tennessee,Grainger County,22657,22654,23565,159,237,316,-79,11,228,67,239,-1,151,10.09133295,13.4551106,-3.36377765,0.468374103,9.708117775,10.17649188
50,3,6,47,59,Tennessee,Greene County,68831,68825,69571,444,652,1022,-370,9,809,22,818,-4,1688,9.401721726,14.73705461,-5.335332882,0.129778367,11.66563325,11.79541161
50,3,6,47,61,Tennessee,Grundy County,13703,13726,13485,76,157,191,-34,0,110,3,110,0,195,11.67546665,14.20391165,-2.528445006,0,8.180263256,8.180263256
50,3,6,47,63,Tennessee,Hamblen County,62544,62534,65110,237,778,821,-43,14,264,22,278,2,1002,11.97079618,12.63242116,-0.661624982,0.215412785,4.062069655,4.27748244
50,3,6,47,65,Tennessee,Hamilton County,336463,336477,371662,3886,4290,4042,248,119,3520,515,3639,-1,9945,11.60340691,10.93262721,0.6707797,0.321866066,9.520744133,9.842610199
50,3,6,47,67,Tennessee,Hancock County,6819,6809,6493,-112,70,100,-30,1,-83,12,-82,0,155,10.68865476,15.2695068,-4.580852038,0.152695068,-12.67369064,-12.52099557
50,3,6,47,69,Tennessee,Hardeman County,27253,27245,24836,-213,216,306,-90,0,-123,-96,-123,0,3814,8.659917811,12.2682169,-3.608299088,0,-4.931342087,-4.931342087
50,3,6,47,71,Tennessee,Hardin County,26026,26008,25583,-44,227,397,-170,-1,127,21,126,0,371,8.865455966,15.50478422,-6.639328256,-0.039054872,4.959968756,4.920913884
50,3,6,47,73,Tennessee,Hawkins County,56833,56826,56775,-80,527,842,-315,19,215,45,234,1,580,9.27571944,14.82002992,-5.544310481,0.334418727,3.784211916,4.118630643
50,3,6,47,75,Tennessee,Haywood County,18787,18805,17002,-242,186,231,-45,-1,-195,-38,-196,-1,196,10.86258249,13.49062664,-2.628044151,-0.058400981,-11.38819132,-11.4465923
50,3,6,47,77,Tennessee,Henderson County,27769,27786,28076,26,299,364,-65,-2,94,-23,92,-1,367,10.65459858,12.97081567,-2.316217083,-0.071268218,3.349606243,3.278338025
